Descripcion;Colección;Prefijo_Coleccion;Codigo_Producto;SKU;Foto_Comodin_Coleccion;Foto_Real_Codigo_Producto;Precio_EUR;Precio_COP;Multiplicador
;ROSSO E ORO;GRG;052;GRG052;Rosso_E_Oro.png;052.jpg;EUR 40,46;COP 509.826;
;AVORIO E ORO;GIG;052;GIG052;Avorio_E_Oro.png;052.jpg;EUR 40,46;COP 509.826;
Oval dish 16x22;GIALLO FIORE;GF;053;GF053;Giallo_Fiore.png;053.jpg;EUR 18,75;COP 236.275;
;BIANCO FIORE;BF;053;BF053;Bianco_Fiore.png;053.jpg;EUR 18,75;COP 236.275;
;MAZZETTO;MZ;053;MZ053;Mazzetto.png;053.jpg;EUR 23,08;COP 290.808;
;GAROFANO BLU;GB;053;GB053;Garofano_Blu.png;053.jpg;EUR 31,74;COP 399.874;
;GAROFANO IMOLA;GI;053;GI053;Garofano_Imola.png;053.jpg;EUR 36,78;COP 463.478;
;GAROFANO TIFFANY;GT;053;GT053;Garofano_Tiffany.png;053.jpg;EUR 36,78;COP 463.478;
;GAROFANO ROSA;GP;053;GP053;Garofano_Rosa.png;053.jpg;EUR 36,78;COP 463.478;
;GAROFANO LAVI;GL;053;GL053;Garofano_Lavi.png;053.jpg;EUR 36,78;COP 463.478;
;ROSSO E ORO;GRG;053;GRG053;Rosso_E_Oro.png;053.jpg;EUR 40,46;COP 509.826;
;AVORIO E ORO;GIG;053;GIG053;Avorio_E_Oro.png;053.jpg;EUR 40,46;COP 509.826;
Oval dish 28x21;GIALLO FIORE;GF;054;GF054;Giallo_Fiore.png;054.jpg;EUR 22,36;COP 281.736;
;BIANCO FIORE;BF;054;BF054;Bianco_Fiore.png;054.jpg;EUR 22,36;COP 281.736;
;MAZZETTO;MZ;054;MZ054;Mazzetto.png;054.jpg;EUR 26,69;COP 336.269;
;GAROFANO BLU;GB;054;GB054;Garofano_Blu.png;054.jpg;EUR 38,95;COP 490.795;
;GAROFANO IMOLA;GI;054;GI054;Garofano_Imola.png;054.jpg;EUR 44,72;COP 563.472;
;GAROFANO TIFFANY;GT;054;GT054;Garofano_Tiffany.png;054.jpg;EUR 44,72;COP 563.472;
;GAROFANO ROSA;GP;054;GP054;Garofano_Rosa.png;054.jpg;EUR 44,72;COP 563.472;
;GAROFANO LAVI;GL;054;GL054;Garofano_Lavi.png;054.jpg;EUR 44,72;COP 563.472;
;ROSSO E ORO;GRG;054;GRG054;Rosso_E_Oro.png;054.jpg;EUR 49,19;COP 619.819;
;AVORIO E ORO;GIG;054;GIG054;Avorio_E_Oro.png;054.jpg;EUR 49,19;COP 619.819;
Oval dish 32x24;GIALLO FIORE;GF;055;GF055;Giallo_Fiore.png;055.jpg;EUR 24,53;COP 309.053;
;BIANCO FIORE;BF;055;BF055;Bianco_Fiore.png;055.jpg;EUR 24,53;COP 309.053;
;MAZZETTO;MZ;055;MZ055;Mazzetto.png;055.jpg;EUR 28,86;COP 363.586;
;GAROFANO BLU;GB;055;GB055;Garofano_Blu.png;055.jpg;EUR 41,11;COP 518.011;
;GAROFANO IMOLA;GI;055;GI055;Garofano_Imola.png;055.jpg;EUR 47,61;COP 599.861;
;GAROFANO TIFFANY;GT;055;GT055;Garofano_Tiffany.png;055.jpg;EUR 47,61;COP 599.861;
;GAROFANO ROSA;GP;055;GP055;Garofano_Rosa.png;055.jpg;EUR 47,61;COP 599.861;
;GAROFANO LAVI;GL;055;GL055;Garofano_Lavi.png;055.jpg;EUR 47,61;COP 599.861;
;ROSSO E ORO;GRG;055;GRG055;Rosso_E_Oro.png;055.jpg;EUR 52,37;COP 659.847;
;AVORIO E ORO;GIG;055;GIG055;Avorio_E_Oro.png;055.jpg;EUR 52,37;COP 659.847;
Oval dish 38x30;GIALLO FIORE;GF;056;GF056;Giallo_Fiore.png;056.jpg;EUR 27,41;COP 345.341;
;BIANCO FIORE;BF;056;BF056;Bianco_Fiore.png;056.jpg;EUR 27,41;COP 345.341;
;MAZZETTO;MZ;056;MZ056;Mazzetto.png;056.jpg;EUR 34,62;COP 436.262;
;GAROFANO BLU;GB;056;GB056;Garofano_Blu.png;056.jpg;EUR 46,16;COP 581.616;
;GAROFANO IMOLA;GI;056;GI056;Garofano_Imola.png;056.jpg;EUR 57,70;COP 727.070;
;GAROFANO TIFFANY;GT;056;GT056;Garofano_Tiffany.png;056.jpg;EUR 57,70;COP 727.070;
;GAROFANO ROSA;GP;056;GP056;Garofano_Rosa.png;056.jpg;EUR 57,70;COP 727.070;
;GAROFANO LAVI;GL;056;GL056;Garofano_Lavi.png;056.jpg;EUR 57,70;COP 727.070;
;ROSSO E ORO;GRG;056;GRG056;Rosso_E_Oro.png;056.jpg;EUR 63,47;COP 799.777;
;AVORIO E ORO;GIG;056;GIG056;Avorio_E_Oro.png;056.jpg;EUR 63,47;COP 799.777;
Oval dish 45x36;GIALLO FIORE;GF;057;GF057;Giallo_Fiore.png;057.jpg;EUR 34,62;COP 436.262;
;BIANCO FIORE;BF;057;BF057;Bianco_Fiore.png;057.jpg;EUR 34,62;COP 436.262;
;MAZZETTO;MZ;057;MZ057;Mazzetto.png;057.jpg;EUR 38,23;COP 481.723;
;GAROFANO BLU;GB;057;GB057;Garofano_Blu.png;057.jpg;EUR 52,66;COP 663.466;
;GAROFANO IMOLA;GI;057;GI057;Garofano_Imola.png;057.jpg;EUR 69,97;COP 881.597;
;GAROFANO TIFFANY;GT;057;GT057;Garofano_Tiffany.png;057.jpg;EUR 69,97;COP 881.597;
;GAROFANO ROSA;GP;057;GP057;Garofano_Rosa.png;057.jpg;EUR 69,97;COP 881.597;
;GAROFANO LAVI;GL;057;GL057;Garofano_Lavi.png;057.jpg;EUR 69,97;COP 881.597;
;ROSSO E ORO;GRG;057;GRG057;Rosso_E_Oro.png;057.jpg;EUR 76,96;COP 969.756;
;AVORIO E ORO;GIG;057;GIG057;Avorio_E_Oro.png;057.jpg;EUR 76,96;COP 969.756;
Small oval fish dish;GIALLO FIORE;GF;058;GF058;Giallo_Fiore.png;058.jpg;EUR 24,53;COP 309.053;
;BIANCO FIORE;BF;058;BF058;Bianco_Fiore.png;058.jpg;EUR 24,53;COP 309.053;
;MAZZETTO;MZ;058;MZ058;Mazzetto.png;058.jpg;EUR 29,58;COP 372.658;
;GAROFANO BLU;GB;058;GB058;Garofano_Blu.png;058.jpg;EUR 40,39;COP 508.939;
;GAROFANO IMOLA;GI;058;GI058;Garofano_Imola.png;058.jpg;EUR 47,61;COP 599.861;
;GAROFANO TIFFANY;GT;058;GT058;Garofano_Tiffany.png;058.jpg;EUR 47,61;COP 599.861;
;GAROFANO ROSA;GP;058;GP058;Garofano_Rosa.png;058.jpg;EUR 47,61;COP 599.861;
;GAROFANO LAVI;GL;058;GL058;Garofano_Lavi.png;058.jpg;EUR 47,61;COP 599.861;
;ROSSO E ORO;GRG;058;GRG058;Rosso_E_Oro.png;058.jpg;EUR 52,37;COP 659.847;
;AVORIO E ORO;GIG;058;GIG058;Avorio_E_Oro.png;058.jpg;EUR 52,37;COP 659.847;
Large oval fish dish;GIALLO FIORE;GF;059;GF059;Giallo_Fiore.png;059.jpg;EUR 62,75;COP 790.675;
;BIANCO FIORE;BF;059;BF059;Bianco_Fiore.png;059.jpg;EUR 62,75;COP 790.675;
;MAZZETTO;MZ;059;MZ059;Mazzetto.png;059.jpg;EUR 66,36;COP 836.136;
;GAROFANO BLU;GB;059;GB059;Garofano_Blu.png;059.jpg;EUR 93,05;COP 1.172.405;
;GAROFANO IMOLA;GI;059;GI059;Garofano_Imola.png;059.jpg;EUR 98,10;COP 1.236.010;
;GAROFANO TIFFANY;GT;059;GT059;Garofano_Tiffany.png;059.jpg;EUR 98,10;COP 1.236.010;
;GAROFANO ROSA;GP;059;GP059;Garofano_Rosa.png;059.jpg;EUR 98,10;COP 1.236.010;
;GAROFANO LAVI;GL;059;GL059;Garofano_Lavi.png;059.jpg;EUR 98,10;COP 1.236.010;
;ROSSO E ORO;GRG;059;GRG059;Rosso_E_Oro.png;059.jpg;EUR 107,91;COP 1.359.611;
;AVORIO E ORO;GIG;059;GIG059;Avorio_E_Oro.png;059.jpg;EUR 107,91;COP 1.359.611;
Saucer for small coffee cup;GIALLO FIORE;GF;060;GF060;Giallo_Fiore.png;060.jpg;EUR 11,54;COP 145.454;
;BIANCO FIORE;BF;060;BF060;Bianco_Fiore.png;060.jpg;EUR 11,54;COP 145.454;
;MAZZETTO;MZ;060;MZ060;Mazzetto.png;060.jpg;EUR 15,14;COP 190.814;
;GAROFANO BLU;GB;060;GB060;Garofano_Blu.png;060.jpg;EUR 20,92;COP 263.592;
;GAROFANO IMOLA;GI;060;GI060;Garofano_Imola.png;060.jpg;EUR 23,08;COP 290.808;
;GAROFANO TIFFANY;GT;060;GT060;Garofano_Tiffany.png;060.jpg;EUR 23,08;COP 290.808;
;GAROFANO ROSA;GP;060;GP060;Garofano_Rosa.png;060.jpg;EUR 23,08;COP 290.808;
;GAROFANO LAVI;GL;060;GL060;Garofano_Lavi.png;060.jpg;EUR 23,08;COP 290.808;
;ROSSO E ORO;GRG;060;GRG060;Rosso_E_Oro.png;060.jpg;EUR 25,39;COP 319.889;
;AVORIO E ORO;GIG;060;GIG060;Avorio_E_Oro.png;060.jpg;EUR 25,39;COP 319.889;
Saucer for tea cup;GIALLO FIORE;GF;061;GF061;Giallo_Fiore.png;061.jpg;EUR 12,98;COP 163.598;
;BIANCO FIORE;BF;061;BF061;Bianco_Fiore.png;061.jpg;EUR 12,98;COP 163.598;
;MAZZETTO;MZ;061;MZ061;Mazzetto.png;061.jpg;EUR 17,31;COP 218.131;
;GAROFANO BLU;GB;061;GB061;Garofano_Blu.png;061.jpg;EUR 22,36;COP 281.736;
;GAROFANO IMOLA;GI;061;GI061;Garofano_Imola.png;061.jpg;EUR 28,86;COP 363.586;
;GAROFANO TIFFANY;GT;061;GT061;Garofano_Tiffany.png;061.jpg;EUR 28,86;COP 363.586;
;GAROFANO ROSA;GP;061;GP061;Garofano_Rosa.png;061.jpg;EUR 28,86;COP 363.586;
;GAROFANO LAVI;GL;061;GL061;Garofano_Lavi.png;061.jpg;EUR 28,86;COP 363.586;
;ROSSO E ORO;GRG;061;GRG061;Rosso_E_Oro.png;061.jpg;EUR 31,74;COP 399.944;
;AVORIO E ORO;GIG;061;GIG061;Avorio_E_Oro.png;061.jpg;EUR 31,74;COP 399.944;
Saucer for large coffee cup;GIALLO FIORE;GF;062;GF062;Giallo_Fiore.png;062.jpg;EUR 13,70;COP 172.670;
;BIANCO FIORE;BF;062;BF062;Bianco_Fiore.png;062.jpg;EUR 13,70;COP 172.670;
;MAZZETTO;MZ;062;MZ062;Mazzetto.png;062.jpg;EUR 18,75;COP 236.275;
;GAROFANO BLU;GB;062;GB062;Garofano_Blu.png;062.jpg;EUR 23,80;COP 299.880;
;GAROFANO IMOLA;GI;062;GI062;Garofano_Imola.png;062.jpg;EUR 33,18;COP 418.118;
;GAROFANO TIFFANY;GT;062;GT062;Garofano_Tiffany.png;062.jpg;EUR 33,18;COP 418.118;
;GAROFANO ROSA;GP;062;GP062;Garofano_Rosa.png;062.jpg;EUR 33,18;COP 418.118;
;GAROFANO LAVI;GL;062;GL062;Garofano_Lavi.png;062.jpg;EUR 33,18;COP 418.118;
;ROSSO E ORO;GRG;062;GRG062;Rosso_E_Oro.png;062.jpg;EUR 36,50;COP 459.930;
;AVORIO E ORO;GIG;062;GIG062;Avorio_E_Oro.png;062.jpg;EUR 36,50;COP 459.930;
Smooth saucer for large cup with
handle;GIALLO FIORE;GF;063;GF063;Giallo_Fiore.png;063.jpg;EUR 13,70;COP 172.670;
;BIANCO FIORE;BF;063;BF063;Bianco_Fiore.png;063.jpg;EUR 13,70;COP 172.670;
;MAZZETTO;MZ;063;MZ063;Mazzetto.png;063.jpg;EUR 18,75;COP 236.275;
;GAROFANO BLU;GB;063;GB063;Garofano_Blu.png;063.jpg;EUR 23,80;COP 299.880;
;GAROFANO IMOLA;GI;063;GI063;Garofano_Imola.png;063.jpg;EUR 33,18;COP 418.118;
;GAROFANO TIFFANY;GT;063;GT063;Garofano_Tiffany.png;063.jpg;EUR 33,18;COP 418.118;
;GAROFANO ROSA;GP;063;GP063;Garofano_Rosa.png;063.jpg;EUR 33,18;COP 418.118;
;GAROFANO LAVI;GL;063;GL063;Garofano_Lavi.png;063.jpg;EUR 33,18;COP 418.118;
;ROSSO E ORO;GRG;063;GRG063;Rosso_E_Oro.png;063.jpg;EUR 36,50;COP 459.930;
;AVORIO E ORO;GIG;063;GIG063;Avorio_E_Oro.png;063.jpg;EUR 36,50;COP 459.930;
Regular saucer for large cup
without handle;GIALLO FIORE;GF;064;GF064;Giallo_Fiore.png;064.jpg;EUR 15,87;COP 199.987;
;BIANCO FIORE;BF;064;BF064;Bianco_Fiore.png;064.jpg;EUR 15,87;COP 199.987;
;MAZZETTO;MZ;064;MZ064;Mazzetto.png;064.jpg;EUR 20,92;COP 263.592;
;GAROFANO BLU;GB;064;GB064;Garofano_Blu.png;064.jpg;EUR 27,41;COP 345.341;
;GAROFANO IMOLA;GI;064;GI064;Garofano_Imola.png;064.jpg;EUR 36,06;COP 454.406;
;GAROFANO TIFFANY;GT;064;GT064;Garofano_Tiffany.png;064.jpg;EUR 36,06;COP 454.406;
;GAROFANO ROSA;GP;064;GP064;Garofano_Rosa.png;064.jpg;EUR 36,06;COP 454.406;
;GAROFANO LAVI;GL;064;GL064;Garofano_Lavi.png;064.jpg;EUR 36,06;COP 454.406;
;ROSSO E ORO;GRG;064;GRG064;Rosso_E_Oro.png;064.jpg;EUR 39,67;COP 499.847;
;AVORIO E ORO;GIG;064;GIG064;Avorio_E_Oro.png;064.jpg;EUR 39,67;COP 499.847;
Saucer for English tea cup;GIALLO FIORE;GF;065;GF065;Giallo_Fiore.png;065.jpg;EUR 22,36;COP 281.736;
;BIANCO FIORE;BF;065;BF065;Bianco_Fiore.png;065.jpg;EUR 22,36;COP 281.736;
;MAZZETTO;MZ;065;MZ065;Mazzetto.png;065.jpg;EUR 28,13;COP 354.413;
;GAROFANO BLU;GB;065;GB065;Garofano_Blu.png;065.jpg;EUR 36,06;COP 454.406;
;GAROFANO IMOLA;GI;065;GI065;Garofano_Imola.png;065.jpg;EUR 50,49;COP 636.149;
;GAROFANO TIFFANY;GT;065;GT065;Garofano_Tiffany.png;065.jpg;EUR 50,49;COP 636.149;
;GAROFANO ROSA;GP;065;GP065;Garofano_Rosa.png;065.jpg;EUR 50,49;COP 636.149;
;GAROFANO LAVI;GL;065;GL065;Garofano_Lavi.png;065.jpg;EUR 50,49;COP 636.149;
;ROSSO E ORO;GRG;065;GRG065;Rosso_E_Oro.png;065.jpg;EUR 55,54;COP 699.764;
;AVORIO E ORO;GIG;065;GIG065;Avorio_E_Oro.png;065.jpg;EUR 55,54;COP 699.764;
Plate - 15 cm;GIALLO FIORE;GF;066;GF066;Giallo_Fiore.png;066.jpg;EUR 13,70;COP 172.670;
;BIANCO FIORE;BF;066;BF066;Bianco_Fiore.png;066.jpg;EUR 13,70;COP 172.670;
;MAZZETTO;MZ;066;MZ066;Mazzetto.png;066.jpg;EUR 21,64;COP 272.664;
;GAROFANO BLU;GB;066;GB066;Garofano_Blu.png;066.jpg;EUR 28,13;COP 354.413;
;GAROFANO IMOLA;GI;066;GI066;Garofano_Imola.png;066.jpg;EUR 36,78;COP 463.478;
;GAROFANO TIFFANY;GT;066;GT066;Garofano_Tiffany.png;066.jpg;EUR 36,78;COP 463.478;
;GAROFANO ROSA;GP;066;GP066;Garofano_Rosa.png;066.jpg;EUR 36,78;COP 463.478;
;GAROFANO LAVI;GL;066;GL066;Garofano_Lavi.png;066.jpg;EUR 36,78;COP 463.478;
;ROSSO E ORO;GRG;066;GRG066;Rosso_E_Oro.png;066.jpg;EUR 40,46;COP 509.826;
;AVORIO E ORO;GIG;066;GIG066;Avorio_E_Oro.png;066.jpg;EUR 40,46;COP 509.826;
Plate - 19 cm;GIALLO FIORE;GF;067;GF067;Giallo_Fiore.png;067.jpg;EUR 15,87;COP 199.987;
;BIANCO FIORE;BF;067;BF067;Bianco_Fiore.png;067.jpg;EUR 15,87;COP 199.987;
;MAZZETTO;MZ;067;MZ067;Mazzetto.png;067.jpg;EUR 24,53;COP 309.053;
;GAROFANO BLU;GB;067;GB067;Garofano_Blu.png;067.jpg;EUR 28,86;COP 363.586;
;GAROFANO IMOLA;GI;067;GI067;Garofano_Imola.png;067.jpg;EUR 38,23;COP 481.723;
;GAROFANO TIFFANY;GT;067;GT067;Garofano_Tiffany.png;067.jpg;EUR 38,23;COP 481.723;
;GAROFANO ROSA;GP;067;GP067;Garofano_Rosa.png;067.jpg;EUR 38,23;COP 481.723;
;GAROFANO LAVI;GL;067;GL067;Garofano_Lavi.png;067.jpg;EUR 38,23;COP 481.723;
;ROSSO E ORO;GRG;067;GRG067;Rosso_E_Oro.png;067.jpg;EUR 42,06;COP 529.896;
;AVORIO E ORO;GIG;067;GIG067;Avorio_E_Oro.png;067.jpg;EUR 42,06;COP 529.896;
Plate - 22 cm;GIALLO FIORE;GF;068;GF068;Giallo_Fiore.png;068.jpg;EUR 19,47;COP 245.347;
;BIANCO FIORE;BF;068;BF068;Bianco_Fiore.png;068.jpg;EUR 19,47;COP 245.347;
;MAZZETTO;MZ;068;MZ068;Mazzetto.png;068.jpg;EUR 27,41;COP 345.341;
;GAROFANO BLU;GB;068;GB068;Garofano_Blu.png;068.jpg;EUR 31,02;COP 390.802;
;GAROFANO IMOLA;GI;068;GI068;Garofano_Imola.png;068.jpg;EUR 42,56;COP 536.256;
;GAROFANO TIFFANY;GT;068;GT068;Garofano_Tiffany.png;068.jpg;EUR 42,56;COP 536.256;
;GAROFANO ROSA;GP;068;GP068;Garofano_Rosa.png;068.jpg;EUR 42,56;COP 536.256;
;GAROFANO LAVI;GL;068;GL068;Garofano_Lavi.png;068.jpg;EUR 42,56;COP 536.256;
;ROSSO E ORO;GRG;068;GRG068;Rosso_E_Oro.png;068.jpg;EUR 46,82;COP 589.882;
;AVORIO E ORO;GIG;068;GIG068;Avorio_E_Oro.png;068.jpg;EUR 46,82;COP 589.882;
Flat plate - 25 cm;GIALLO FIORE;GF;069;GF069;Giallo_Fiore.png;069.jpg;EUR 20,20;COP 254.520;
;BIANCO FIORE;BF;069;BF069;Bianco_Fiore.png;069.jpg;EUR 20,20;COP 254.520;
;MAZZETTO;MZ;069;MZ069;Mazzetto.png;069.jpg;EUR 28,86;COP 363.586;
;GAROFANO BLU;GB;069;GB069;Garofano_Blu.png;069.jpg;EUR 36,06;COP 454.406;
;GAROFANO IMOLA;GI;069;GI069;Garofano_Imola.png;069.jpg;EUR 44,72;COP 563.472;
;GAROFANO TIFFANY;GT;069;GT069;Garofano_Tiffany.png;069.jpg;EUR 44,72;COP 563.472;
;GAROFANO ROSA;GP;069;GP069;Garofano_Rosa.png;069.jpg;EUR 44,72;COP 563.472;
;GAROFANO LAVI;GL;069;GL069;Garofano_Lavi.png;069.jpg;EUR 44,72;COP 563.472;
;ROSSO E ORO;GRG;069;GRG069;Rosso_E_Oro.png;069.jpg;EUR 49,19;COP 619.819;
;AVORIO E ORO;GIG;069;GIG069;Avorio_E_Oro.png;069.jpg;EUR 49,19;COP 619.819;
Deep plate - 25 cm;GIALLO FIORE;GF;070;GF070;Giallo_Fiore.png;070.jpg;EUR 21,64;COP 272.664;
;BIANCO FIORE;BF;070;BF070;Bianco_Fiore.png;070.jpg;EUR 21,64;COP 272.664;
;MAZZETTO;MZ;070;MZ070;Mazzetto.png;070.jpg;EUR 30,30;COP 381.730;
;GAROFANO BLU;GB;070;GB070;Garofano_Blu.png;070.jpg;EUR 38,95;COP 490.795;
;GAROFANO IMOLA;GI;070;GI070;Garofano_Imola.png;070.jpg;EUR 46,16;COP 581.616;
;GAROFANO TIFFANY;GT;070;GT070;Garofano_Tiffany.png;070.jpg;EUR 46,16;COP 581.616;
;GAROFANO ROSA;GP;070;GP070;Garofano_Rosa.png;070.jpg;EUR 46,16;COP 581.616;
;GAROFANO LAVI;GL;070;GL070;Garofano_Lavi.png;070.jpg;EUR 46,16;COP 581.616;
;ROSSO E ORO;GRG;070;GRG070;Rosso_E_Oro.png;070.jpg;EUR 50,78;COP 639.778;
;AVORIO E ORO;GIG;070;GIG070;Avorio_E_Oro.png;070.jpg;EUR 50,78;COP 639.778;
Deep serving dish - 28 cm;GIALLO FIORE;GF;071;GF071;Giallo_Fiore.png;071.jpg;EUR 28,86;COP 363.586;
;BIANCO FIORE;BF;071;BF071;Bianco_Fiore.png;071.jpg;EUR 28,86;COP 363.586;
;MAZZETTO;MZ;071;MZ071;Mazzetto.png;071.jpg;EUR 33,90;COP 427.190;
;GAROFANO BLU;GB;071;GB071;Garofano_Blu.png;071.jpg;EUR 44,72;COP 563.472;
;GAROFANO IMOLA;GI;071;GI071;Garofano_Imola.png;071.jpg;EUR 55,54;COP 699.854;
;GAROFANO TIFFANY;GT;071;GT071;Garofano_Tiffany.png;071.jpg;EUR 55,54;COP 699.854;
;GAROFANO ROSA;GP;071;GP071;Garofano_Rosa.png;071.jpg;EUR 55,54;COP 699.854;
;GAROFANO LAVI;GL;071;GL071;Garofano_Lavi.png;071.jpg;EUR 55,54;COP 699.854;
;ROSSO E ORO;GRG;071;GRG071;Rosso_E_Oro.png;071.jpg;EUR 61,10;COP 769.840;
;AVORIO E ORO;GIG;071;GIG071;Avorio_E_Oro.png;071.jpg;EUR 61,10;COP 769.840;
Deep appetizer plate;GIALLO FIORE;GF;072;GF072;Giallo_Fiore.png;072.jpg;EUR 23,08;COP 290.808;
;BIANCO FIORE;BF;072;BF072;Bianco_Fiore.png;072.jpg;EUR 23,08;COP 290.808;
;MAZZETTO;MZ;072;MZ072;Mazzetto.png;072.jpg;EUR 23,08;COP 290.808;
;GAROFANO BLU;GB;072;GB072;Garofano_Blu.png;072.jpg;EUR 23,08;COP 290.808;
;GAROFANO IMOLA;GI;072;GI072;Garofano_Imola.png;072.jpg;EUR 24,53;COP 309.053;
;GAROFANO TIFFANY;GT;072;GT072;Garofano_Tiffany.png;072.jpg;EUR 24,53;COP 309.053;
;GAROFANO ROSA;GP;072;GP072;Garofano_Rosa.png;072.jpg;EUR 24,53;COP 309.053;
;GAROFANO LAVI;GL;072;GL072;Garofano_Lavi.png;072.jpg;EUR 24,53;COP 309.053;
;ROSSO E ORO;GRG;072;GRG072;Rosso_E_Oro.png;072.jpg;EUR 26,98;COP 339.958;
;AVORIO E ORO;GIG;072;GIG072;Avorio_E_Oro.png;072.jpg;EUR 26,98;COP 339.958;
Stew dish with lid;GIALLO FIORE;GF;073;GF073;Giallo_Fiore.png;073.jpg;EUR 148,59;COP 1.872.259;
;BIANCO FIORE;BF;073;BF073;Bianco_Fiore.png;073.jpg;EUR 148,59;COP 1.872.259;
;MAZZETTO;MZ;073;MZ073;Mazzetto.png;073.jpg;EUR 152,92;COP 1.926.792;
;GAROFANO BLU;GB;073;GB073;Garofano_Blu.png;073.jpg;EUR 183,22;COP 2.308.522;
;GAROFANO IMOLA;GI;073;GI073;Garofano_Imola.png;073.jpg;EUR 196,92;COP 2.481.192;
;GAROFANO TIFFANY;GT;073;GT073;Garofano_Tiffany.png;073.jpg;EUR 196,92;COP 2.481.192;
;GAROFANO ROSA;GP;073;GP073;Garofano_Rosa.png;073.jpg;EUR 196,92;COP 2.481.192;
;GAROFANO LAVI;GL;073;GL073;Garofano_Lavi.png;073.jpg;EUR 196,92;COP 2.481.192;
;ROSSO E ORO;GRG;073;GRG073;Rosso_E_Oro.png;073.jpg;EUR 216,61;COP 2.729.311;
;AVORIO E ORO;GIG;073;GIG073;Avorio_E_Oro.png;073.jpg;EUR 216,61;COP 2.729.311;
Oil and vinegar set;GIALLO FIORE;GF;074;GF074;Giallo_Fiore.png;074.jpg;EUR 132,00;COP 1.663.200;
;BIANCO FIORE;BF;074;BF074;Bianco_Fiore.png;074.jpg;EUR 132,00;COP 1.663.200;
;MAZZETTO;MZ;074;MZ074;Mazzetto.png;074.jpg;EUR 136,33;COP 1.717.733;
;GAROFANO BLU;GB;074;GB074;Garofano_Blu.png;074.jpg;EUR 141,38;COP 1.781.338;
;GAROFANO IMOLA;GI;074;GI074;Garofano_Imola.png;074.jpg;EUR 144,98;COP 1.826.798;
;GAROFANO TIFFANY;GT;074;GT074;Garofano_Tiffany.png;074.jpg;EUR 144,98;COP 1.826.798;
;GAROFANO ROSA;GP;074;GP074;Garofano_Rosa.png;074.jpg;EUR 144,98;COP 1.826.798;
;GAROFANO LAVI;GL;074;GL074;Garofano_Lavi.png;074.jpg;EUR 144,98;COP 1.826.798;
;ROSSO E ORO;GRG;074;GRG074;Rosso_E_Oro.png;074.jpg;EUR 159,48;COP 2.009.478;
;AVORIO E ORO;GIG;074;GIG074;Avorio_E_Oro.png;074.jpg;EUR 159,48;COP 2.009.478;
Face powder dish;GIALLO FIORE;GF;075;GF075;Giallo_Fiore.png;075.jpg;EUR 25,97;COP 327.197;
;BIANCO FIORE;BF;075;BF075;Bianco_Fiore.png;075.jpg;EUR 25,97;COP 327.197;
;MAZZETTO;MZ;075;MZ075;Mazzetto.png;075.jpg;EUR 30,30;COP 381.730;
;GAROFANO BLU;GB;075;GB075;Garofano_Blu.png;075.jpg;EUR 31,74;COP 399.874;
;GAROFANO IMOLA;GI;075;GI075;Garofano_Imola.png;075.jpg;EUR 41,11;COP 518.011;
;GAROFANO TIFFANY;GT;075;GT075;Garofano_Tiffany.png;075.jpg;EUR 41,11;COP 518.011;
;GAROFANO ROSA;GP;075;GP075;Garofano_Rosa.png;075.jpg;EUR 41,11;COP 518.011;
;GAROFANO LAVI;GL;075;GL075;Garofano_Lavi.png;075.jpg;EUR 41,11;COP 518.011;
;ROSSO E ORO;GRG;075;GRG075;Rosso_E_Oro.png;075.jpg;EUR 45,22;COP 569.812;
;AVORIO E ORO;GIG;075;GIG075;Avorio_E_Oro.png;075.jpg;EUR 45,22;COP 569.812;
Jewellery box;GIALLO FIORE;GF;076;GF076;Giallo_Fiore.png;076.jpg;EUR 28,86;COP 363.586;
;BIANCO FIORE;BF;076;BF076;Bianco_Fiore.png;076.jpg;EUR 28,86;COP 363.586;
;MAZZETTO;MZ;076;MZ076;Mazzetto.png;076.jpg;EUR 33,18;COP 418.118;
;GAROFANO BLU;GB;076;GB076;Garofano_Blu.png;076.jpg;EUR 35,34;COP 445.334;
;GAROFANO IMOLA;GI;076;GI076;Garofano_Imola.png;076.jpg;EUR 44,00;COP 554.400;
;GAROFANO TIFFANY;GT;076;GT076;Garofano_Tiffany.png;076.jpg;EUR 44,00;COP 554.400;
;GAROFANO ROSA;GP;076;GP076;Garofano_Rosa.png;076.jpg;EUR 44,00;COP 554.400;
;GAROFANO LAVI;GL;076;GL076;Garofano_Lavi.png;076.jpg;EUR 44,00;COP 554.400;
;ROSSO E ORO;GRG;076;GRG076;Rosso_E_Oro.png;076.jpg;EUR 48,40;COP 609.840;
;AVORIO E ORO;GIG;076;GIG076;Avorio_E_Oro.png;076.jpg;EUR 48,40;COP 609.840;
Comb holder;GIALLO FIORE;GF;077;GF077;Giallo_Fiore.png;077.jpg;EUR 30,30;COP 381.730;
;BIANCO FIORE;BF;077;BF077;Bianco_Fiore.png;077.jpg;EUR 30,30;COP 381.730;
;MAZZETTO;MZ;077;MZ077;Mazzetto.png;077.jpg;EUR 37,51;COP 472.651;
;GAROFANO BLU;GB;077;GB077;Garofano_Blu.png;077.jpg;EUR 46,16;COP 581.616;
;GAROFANO IMOLA;GI;077;GI077;Garofano_Imola.png;077.jpg;EUR 55,54;COP 699.854;
;GAROFANO TIFFANY;GT;077;GT077;Garofano_Tiffany.png;077.jpg;EUR 55,54;COP 699.854;
